at,Year_Month_Date,content,score,compound
2025-09-25 17:34:01,2025-09-25,"I'm done, thanks for ruining what was the perfect game",1,0.6808
2025-03-11 10:46:24,2025-03-11,"The game progresses far too fast for a modern gacha, power creeping every 2 months. They're also trying to add a new global passive mechanic, which will only drive them further down a hole. The game needs to fix itself before people start quitting more than they already are.",1,0.2023
2025-02-26 08:20:27,2025-02-26,"used to love this game, but now you basically might as well stop wishing on any banners, especially DPS, because they will be cast into the void with the next new unit. powercreep is running rampant within this game... its sad to see. the story from 2.6 to now (3.0) is also trash, just let me skip it as a whole if you arent gonna bother with written something that doesnt contain all this useless, endless yapping. i dont even want to start new story quests anymore.",1,-0.5429
2025-02-21 10:12:28,2025-02-21,"This game constant disrespects veteran players by making the little endgame content available catered towards the newest unit out. It doesn't seem like a big deal until you realize just last week you could clear everything but now you can't even get past the first three floors- and there's nothing you can do about it. Just play wuthering waves, it's actually a game made to relax and have fun while also being challenging without being stressful. These hoyo devs don't play honkai star rail clearly",1,0.9743
2024-11-25 06:08:36,2024-11-25,"The screen loading super slow, and for the long wait can't get in I've been redownlading this for several times for the hope that I can get in and play but still always saying error or sometimes the screen loading is stuck, I've played this since 1.0 this game is good the graphics, story, characters but the loading is really no letting me play anymore it's stuck, error so it doesn't letting me play it, I'm not going to play this anymore.",1,0.7193
2025-03-12 09:57:46,2025-03-12,"The game WAS fun in the beginning areas but then in the recent patches new planet not only story became boring but also the game went full FOMO with paywall account(global) buffspassives locked behind premium characters with heavy powercreep making the previous premium 5 stars more incomplete without dupeslightcones. Its a shame the game went this direction, but I can't recommend this game anymore.",1,-0.0346
2025-02-28 05:06:33,2025-02-28,"As much as it pains me to do something like this to a game I enjoy. I want to make it known that the whole global buff game addition. Is absolutely garbage. It's so unfair to everyone. Even people who spend just a fair amount of money on the game. You cannot do this. It's awful, it's predatory, it's pathetic, it's sickening. This cannot become live. It will just ruin everyone's experience. The fun parts of sttar rail are the battles and story. Not paying to win. Do better hoyoverse. Please.",1,-0.8901
2025-07-13 16:52:45,2025-07-13,accounts are being sold in the black market Using third party apps to bypass everything ingame yet the devs are doing nothing to stop the madness.but putting potential risk in mobile platforms instead for no reason which is absolutely absurd.people should stop supporting this greedy game so that it will die out,1,-0.2787
2025-05-22 08:52:16,2025-05-22,Story is too long and yapping too much. Can't even skip or speeding in most dialog main story or side quests. I had to quit the game a few times because of it. Events are also take a long time to completed a battle.,1,-0.3818
2025-09-24 13:40:40,2025-09-24,an upcoming character castorice is getting a global passive which is a bad sign for the future of the game and tells me that the power creep is going to get really bad,1,-0.7351
2025-01-18 05:43:09,2025-01-18,"Unvoiced dialogue, extremely predatory gacha, horrible meta, awful events and lazy story execution. The devs do not listen to feedback but only make the gameplay for anyone who isn't a spender worse. This game is not worth your time if you want something truly fun to play and or have fun with what you invested in.",1,0.9382
2025-01-05 01:10:28,2025-01-05,"I know that this game is a very highly rated and high quality hoyoverse masterpiece, or so I've been told. But I've been having trouble loading up the game. every time I try to play it tells me I have a global distribution error. stage code: 1. even though I have full bars and have updated the game and reset my phone it still won't let me play...",1,-0.3506
2023-10-13 21:32:40,2023-10-13,"for some reason, when i try to log and enter the game, the screen would just be black but i can still click some things even though it's all black. when i also click to the character screen, the characters are in different kinds of colors and it just glitches out when i exit. please fix this, hoyoverse. it's getting annoying and i love this game so i wouldn't want to stop playing because of this, thankyou. (edit: 101323) this happened again, after the new update.",2,0.8394
2024-02-06 18:42:16,2024-02-06,"Usually enjoy playing this, however the 2.0 update released today has broken the game. Struggle to install the update, and then when you get in, it crashes after about 15 seconds of play time. This is on an S22 ultra as well, so not even a phone which is that old. Needs fixing, usually would be a 4 or 5 star game",1,0.4767
2023-05-28 18:17:47,2023-05-28,"For some reason, I accidentally clicked the log out button but when I try logging back to my account it says account or password error. I checked my notes to see if the password is correct but it was, it's still doing the same error over and over. and then I clicked the forgot password and when it was all done I logged in to my account and then I started at the very beginning of the game, I was crying because all the progress I made was all GONE. Its probably a bug. Pls fix this",1,-0.8316
2023-05-05 11:23:20,2023-05-05,"Great game, great graphics, great storyline and also great character design but the only problem was, it keeps crashing in the menu screen (where the ""Start Game"" located), and the loading screen is so laggy. Hope in the future patch will fix this.",3,0.8726
2024-02-06 06:16:45,2024-02-06,"I think after the 1.1 patch, everytime i finish one stage, its just plain black screen. It wont load anymore. Please fix this issue Update: After the recent patches, it was fixed and im happy to enjoy the game once again. Thank you for hearing this out",5,0.8145
2024-03-25 02:01:58,2024-03-25,"Didn't even play, the registration for this game (on mobile at least) is nearly impossible to do. Then, after about 20 minutes of dealing with the bs verification, it froze on the loading screen for another 20 minutes. So, I had to update AND login again when I reopened the app. Let's just say I will not be re-downloading this.. only got it for Mistplay points anyway My response to the devs, maybe just fix it instead of trying to make me do more work I'm not changing my review clown",1,-0.2584
2023-06-24 18:19:04,2023-06-24,Good game love the combat but the game tends to crash way more often than i expected i could just put my phone in my pocket mid combat cause im in the middle of something important and its a instant crash until the crashing stops this isn't a 5 star game honestly ruins the experience,3,-0.9339
2025-01-31 13:37:15,2025-01-31,The new 3.0 main story quest has a lot of missing Voice overs for English. Not playing until they get patched. Love the game but they have been missing since release and no patches to fix it for weeks. Very disappointing.,1,-0.8636
2023-05-03 16:37:09,2023-05-03,"I like the game. but recently it was having an error. I had to open it 1-2 times. And now it's not opening. I already tried to clear cache and force stop or whatever, but still, it doesn't open.",2,-0.296
2024-11-19 07:04:44,2024-11-19,"Ok, so that bug was fixed and I'm grateful for that. But now there's yet the same bug happening, this time during the main mission with Aventurine in the amusement park. After finishing the new mini game introduced and taking the cannon pinball machine to go back, that's when the bug happened again",3,0.705
2025-06-07 12:34:48,2025-06-07,"Constant server problems. Using when using a lan cable the ping can reach 999 and often disrupts the game. No one cares about the prententious story with all the talking. Stupid devs think that a cutscene or talking every 5 seconds constitute as great gameplay. Stop it. Your writers are cringey and your ""gameplay"" is non existent. Only reason anyone would suffer through your ""story"" is because of the extra gems. If it wasn't no one would waste their time.",1,-0.7725
2025-10-04 21:05:31,2025-10-04,months trying to save for drows and keep getting standard every 80 and the new characters at 160 and honestly it's frustrating gambling style is way way to much annoying i really don't recommend it,1,-0.1995
2025-05-07 17:31:53,2025-05-07,"The amount of quality of life Updates are worthy of 5 stars, story is beautiful, goals are achievable in a reasonable time, generous with in game gifts (compared to another big game they have), there is content drought from time to time, but that is expected from such a high quality, rather new, game.",1,0.7351
2025-11-05 13:49:41,2025-11-05,"i am not a hi3rd player. i don't care about Elysia. i do, or did, care about Cyrene. i was excited for Cyrene to release but lo and behold its just elysia top to bottom. horrible mismanagement of an anticipated character from gutting her character to the greed of needing her e2 on top of the money hungry banner lineup and top up event. a 300 weapon skin that changes basically nothing. wow",1,-0.9106
2025-11-03 22:07:00,2025-11-03,A bit disappointed knowing my favorite character from the other game need to be on an amphoreus team. I don't have all the amphoreus cast in my account after losing all the 5050 pull every single banner from the start of amphoreus and the upcoming banners having all the cast rerun is not going the solve the problems.,1,-0.7177
2025-10-31 07:32:29,2025-10-31,"playing this since beginning, but now this game forcing to become meta slave. No more creativity , just pure force pulling to specific character. For f2p ,don't even bother to play. Sincerely ,from player since selee baner.",1,0.9051
2025-09-26 13:37:55,2025-09-26,powercreep is in this game is so bad. Not to mention more and more characters are reliant on their lightcone and good teammates. Lastly the Hp inflation of this game is so bad.,1,-0.7445
2025-10-17 21:41:50,2025-10-17,"Can't login to my account anymore. It shows under hoyoverse app but whenever i login, it gives me a new account.",1,0.0
2025-10-31 13:55:35,2025-10-31,"As of 3.6, the game as full English va again. Some imbalance issues with older units aside the game is fun and has a compelling story.",4,0.6369
2025-05-25 01:58:06,2025-05-25,"I played HSR for the characters I loved. But with each new banner, power creep made them feel irrelevant. Bosses scale to new units, and my old favorites get left behind. Its disheartening watching them gather dust, replaced by the next meta. So like them, Im setting the game aside. Time to find joy in games that value what I already lovenot ones that make me forget it.",1,0.9299
2023-05-16 14:05:02,2023-05-16,Hi. I'm still getting the error code 1003 upon login. The only solution applicable for me to get pass through this error code is to switch to data then upon succesful login switch back to wifi. Could you please fix this issue? Thanks!,2,0.3382
2023-06-07 18:55:37,2023-06-07,"Devs should be ashamed of their storage handling for a phone game. Requires double the space of version 1.0 to update to version 1.1. Requires more storage space than 16gb model phones ship with post formatting. But the worst part is the games only 8.5gb after update. The 7gb game makes you download nearly an entire other near 7gb at the same time, almost all of which is garbage it won't even keep. The only way to get around this is to uninstal the base 7gb and download the new 8.5gb instead.",1,-0.8271
2025-03-12 15:57:10,2025-03-12,The devs just see us as wallets. They don't even try to put any effort into the game. Skip this game if you want to have fun with your characters and don't have to spend money only for them to last for 6 months before powercrept,1,0.5574
2025-07-13 16:42:52,2025-07-13,the game has lost all the elements that made it fun I wasted a year playing this game,1,-0.1027
2023-05-22 04:26:10,2023-05-22,"My problem is with the server. Every time I open the account and start playing, the connection is cut off, and the problem is not in the internet. I do not know what the problem is. It is possible that the server has a problem that causes the daily interruption of the game. I do not enjoy playing because of this. I hope you fix the problem.",2,-0.9145
2024-10-18 16:47:29,2024-10-18,"absolutely loved the game. but I decided to uninstall it because I didn't find it fun again. But now I decided to download and play it again after seeing the new updates. While I was downloading the data's and etc. it randomly crashed, I thought it was just a random crash. When I reseted my phone, and opened the app again, for some reason it wouldn't open. no matter how much I wait. I tried doing it over and over, Then I decide to uninstall it and download it but then it wouldn't open at ALL.",1,-0.0478
2023-06-07 18:34:16,2023-06-07,I like this game because it's nice. idk if this is a bug or something because whenever I open it it's always giving me the error code 10013 something like that it's always like that but I can still open it like I have to open two times just to play but now I think because it's updated it's NOT LETTING ME play the game idk why it's always like this I don't think it's my internet because my internet is good it has no problem. DO SOMETHING ABOUT THIS!!,2,0.9323
2025-03-08 17:13:54,2025-03-08,"I'm trying to transfer my mobile star rail game to my playstation star rail game but I can't your verification number don't work keeps saying it's expired or I wrote it wrong and I've checked carefully, now I wondered how long does it take for a verification number to expire because it's taking at least 5 to 10 minutes to receive.",1,-0.6207
2025-03-14 17:59:10,2025-03-14,"1st 2 years were good, then 3.x updates came. This game was supposed to be the chosen one for hoyo, no predatory elements, balanced to the core that 4-stars and even non-meta units can clear end-game contents. I guess it's perfect to say that ""it was fun while it lasted"", good run HSR. No hoping for Zenless Zone Zero to not walk the path HSR has chosen. BTW that 'global accnt buff' of Castorice, its not good for a Turn-Based Game environment, thats why other TBGs don't implement those things",1,0.9493
2025-03-14 06:09:03,2025-03-14,"The game is good from the start. Played it from the very start, but now the game is toooooo repetitive. Bosses and enemies have to much HP. Not fun anymore. New characters are required to finish new contents pf the game.",1,-0.8273
2023-05-14 01:43:46,2023-05-14,Overall the gameplay is good. Yet the main problem is the error in logging in even though I have tried logging out for a while and get back in. Hopefully this would be fixed.,3,0.0516
2025-08-13 13:19:47,2025-08-13,"Been requesting for a claim all button for achievements, never got reply will change to 5 stars after its implemented",1,0.0
2023-05-12 23:50:19,2023-05-12,"So far, no problem with everything. The only problem is that the game is highly unoptimised. This cause overheat, unstable fps, and crashes. Would be nice if there's a graphic option for opengl for better performance.",3,-0.6376
2025-02-03 12:04:36,2025-02-03,Ridiculous powercreep in the game. Most 1.0 characters are useless in endgame. A lot of the main story characters are not voiced. Events in the game are low effort. The game feels more like a chore than something enjoyable.,1,-0.1796
2024-05-06 00:31:02,2024-05-06,It's a turn based game so slow it has to add an auto feature. The battle seems to be stuck in a battle of attrition rather than damage. Edit: the stability of the app has improved a lot but the rating stays the same. Building characters is painful and unsatisfying and you can't use a character until built. Add in the fact we had triple drops for anniversary and no builds were able to update really brings home the bad feeling of playing this game.,2,-0.9118
2023-07-18 03:25:55,2023-07-18,"I love this game it's fun and fresh from the other game this company has made, but when it use to run smoothly and never crash in me, now it bearly runs and I can't even go into one battle without it crashing yet I can play genshin fine and that a bigger game this this one.",3,0.8476
2025-04-09 20:43:37,2025-04-09,"I had fun, but the game has shown that it does not respect the player's time, money, or criticism. I've played GGZ, HI3, Genshin, HSR, and ZZZ. I really enjoyed what the company had to offer, but after Genshin's 2nd year I quit, and now the same is true for HSR. I will also be quitting ZZZ because I can see a pattern forming within the games of the company. I will stop both playing or recommending ""Hoyoverse"" games in the future. Thank you for everything Mihoyo.",1,0.1304
2023-07-02 13:07:01,2023-07-02,Great game and all but when you don't play for like a week or so it removes your account. But I don't know if that happens to anyone else it only happend with my brothers account. Please fix this if possible. One of my favorite games,3,0.6464
2023-06-15 20:53:34,2023-06-15,"Can't play it on mobile. Game crashes on login. Before this update I could still enter even with the numerous log in errors, now it just force close. Since my PC is dead I truly can't play it anymore, wasn't even able to start the event",2,-0.7828
2025-03-15 11:02:44,2025-03-15,"ok so when i tried to log in my account i need a verification code right? well the problem is your email takes too long to send the code so what do i do? i tried to forget my password but guess what? i need the code, it keeps saying invalid even though that's the code that was sent to me. fix it now. it's bothersome to create another account just because your email takes too long to send the dang code",1,-0.2477
2024-10-22 17:50:57,2024-10-22,"My friend's account is a whale and recently got hacked from a hacker that posted a ticket to support to change the email of my friend's account. I don't know how the hacker got enough info to change the email, but after got hacked, my friend made a ticket to change the email back. But got a reply that you cannot request email change more than once before 90 days has passed. He spent 5000 USD or more to the account but the response is very lacking. What a load of BS, never touching this again.",1,0.1901
2025-08-21 16:21:22,2025-08-21,I was able to update. Apparently I wasn't the only one who had a problem. but it's all good now,5,0.4588
2023-06-08 07:46:38,2023-06-08,"After update 1.1, I can't log in anymore. Keep crash error 10013. There no issue with my internet connection. I suspect that this game renders very hard, then It affects the network. Please fix it hoyoverse!?",2,-0.8169
2023-06-14 11:00:17,2023-06-14,"4 to 1 star. I was happy to be able to play 1.0 but then in 1.1 I kept getting error 1001 or something like that and can't get in. I deleted the game and missed so much events and today I download back, it is still the same. I'm speechless. It was my pride and joy and now I'm just sad and depressed. I'm crying",1,-0.6705
2025-02-21 19:02:02,2025-02-21,Getting worst every single patch. Unchecked powercreep of characters. Low effort story narrative without a skip function. Devs that cannot understand or even try to understand the states of the game. Will give it a negative score if there is one. Uninstalled this piece of garbage.,1,-0.872
2025-04-27 16:40:22,2025-04-27,"this game got exhausting FAST, started playing january of last year and i've already seen like 4 METAs come and go, all while making older characters completely useless. there hasn't been a 4 star character in like 7 months yet they've been pumping out a new 5 star every 3 weeks for months straight. what are they even doing with this money? cause not only Is this game EMPTY, the story Is also an overwritten mess that looks like a ppt presentation half the time.",1,-0.1093
2023-06-09 15:55:27,2023-06-09,"I play on mobile and they have this log in error that happens for literally no reason, not to mention in this update i can't log in for no reason for long periods of time and even when i do manage to log in, nothing renders and everything is glitchy and laggy before it eventually just crashes, customer service is basicslly useless and doesn't provide any fixes, FIX THIS PLEASE IM BEGGING YOU",1,-0.5372
2025-04-03 14:33:07,2025-04-03,i can't having fun with this game anymore.. hp inflation like they force us to get the newest character.. my high investment old character now can't be use even i really like them.. now they gonna release character with global pasive.. thank you for two years.. but it's enough for me.. you never listen..,1,0.3397
2025-12-07 11:45:03,2025-12-07,700x pull and still E4 Saber. Bad experience bad rating.,1,-0.7906
2025-05-06 01:56:36,2025-05-06,"Gamplay is repetitive, powercreep has gone too far, now we're going to get global passives. Older characters are pretty much useless and not worth pulling. What a waste of time and effort for building older characters.",1,-0.6207
2025-05-02 09:58:38,2025-05-02,"Endless ""story"" bloat that you can't skip. Characters drone on for literally hours. I've spent days trying to be able to unlock more story to farm materials for my new units ... I'm at my wits end. I can't build my new units because I'd rather KMS than do anymore story.",1,0.0
2025-06-02 18:17:02,2025-06-02,"imma be honest, this game is trash, The movement is absolutely terrible. The characters' dialogue is terrible. Whenever u pick a certain option that doesn't align, they don't have any voice acting. the attacking system has to be the worst one i've ever seen in gacha games. in the movement system, you can only run no jumping or dash, and there is only one m1 animation, which sucks. I'm convinced whoever picks a 5 star has to be a bot. DO NOT WASTE UR TIME ON THIS",1,-0.823
2024-02-26 01:19:15,2024-02-26,"Really loved the game but since the new update it just won't load or it keeps crashing, I've tried if it was a storage issue but it wasn't. I'm now just upset I won't be able to play a game I really enjoyed.",2,0.8012
2024-11-17 05:58:16,2024-11-17,"Honkai curse hit this one too. Insane powercreep, new units are barely worth pulling because they will be powercrept in the following patches. End game modes specifically favour very few units that they want to sell, old units deal around 20 damage of new ones. If you are thinking about starting this one: Save your time and the hustle, the game is mediocre, the monetization abysmal",1,-0.3384
2025-06-19 13:53:32,2025-06-19,I've been playing this game since the first day it launched. I love most everything in HSR. But............ your game is going worse every patch since 3.0 most old character are useless. You need new meta character and new relics to carry you clear content end game. Why so you turn a Great game into a Worst game???,1,0.6128
2024-11-20 06:17:52,2024-11-20,"The problem with this game is how bad mihoyo power creep their old character when new characters come out.. they are very bad at balancing enemies and making old versions just died because they want to sell new op characters.. why can't make the character more interesting with lore, design and fun kits than make it too OP that need level up enemy to make it needed",1,-0.9247
2025-05-10 04:31:29,2025-05-10,"FIRST REVIEW?? Actual review: very good. As someone who's played genshit for 2 years it's better tbh. Turn based combat is just more fun and the characters are better. Download it, trust Update: still good, just sucks everyone got bored of it, I take long breaks, but I always come back. It's good, just doesn't have much content after you explore everything. Just like genshin. But there's a tonnn on content on genshin, and honkai has less, obviously. UPDATE: temp 1 star cus not f2p friendly",1,0.9135
2025-05-10 06:15:27,2025-05-10,"I used to be very excited for the game since I joined at 2.3, but I cannot support this game in its current state. The dialogue between characters is so unnecessarily bloated that simple talks turn into hours of pointless yapping. The story itself is a mess, where no planets are truly interconnected, and to this day, there is no central villain to begin with. Powercreep and HP inflation is essentially out of control and future units have QoL features locked behind Eidolons, a literal paywall.",1,-0.8988
2025-05-11 13:23:49,2025-05-11,"This is pissing me off so much. Starting from opening the game, its just pink screen. I try restarting it but still the same, I even try fixing the quality in the settings to medium, but its still a pink screen. Much worst than black screen, speaking of black screen, when I start the game, its black screen and literally nothing can be seen. Its been two and a half days, I tried fixing this so many times, nothing. I tried your other games, theyre fine. Now, I am reaching out to yall, pls fix.",1,-0.5647
2025-01-21 12:02:46,2025-01-21,"3.0's storytelling is still horrendous, go change director already and it still bloated with too much dialogues. Characters in the story is used like a png in a visual novel, maybe just turn it into a visual novel. You guys don't even try anymore. The game is in constant powercreep.",1,0.3182
2025-04-05 13:58:11,2025-04-05,If you know the current state of the game you should rate it like this too. looks like they have made it clear they don't know how to listen to their playerbase and that player feedback is just a placeholder or for show. cuz I've yet to see them implement something the majority of us asked for.,1,0.765
2023-07-20 10:47:20,2023-07-20,"Hello! The new update is exciting, but there's alot of lagging when I just opened and was about to move my character but the action kept delaying and the lag when entering a fight took too long which causes by lag of the game",3,-0.8871
2025-06-19 06:32:18,2025-06-19,"I am so glad Persona The Phantom X is arriving, this game became unplayable since the overpowered units, this game is an X for me, if you like spending for all the new characters and reading a lot, then go ahead, But I am staying in ZZZ, since Genshin is in the same route",1,-0.2507
2024-09-22 08:05:52,2024-09-22,Came back after a while because Wuwa is too slow to add more content and got bored. How is it that this game still doesn't let you skip dialogues? It takes a ridiculous amount of time just to get through it for the actual gameplay. And forget getting new characters from feature banners. I farmed so much to be able to do 10 times the 10x summons and not even 1 yellow character. Deleting again.,1,-0.6705
2025-03-24 05:03:07,2025-03-24,"unplayable for new players sorry, guys. As a new player you're totally lost. There is absolutely NO level-up material found in game. I va,ue my time and tge other 15 games i play way too much to frickle and puzzle in honkai star rail with levelling chars to actually get started already with playing. Team is severely underlevelled for first battles, can't make progression, because levelling ressources not found. Game looks good, but plays like blergh...",1,0.448
2024-10-23 04:45:57,2024-10-23,I loved playing this game on my phone but when I tried to download it to my chromebook nun of the graphics worked I couldn't even know if I was playing as trail blazer or March I understand this game is not intended for chrome books but if we are able to play on chrome books I feel it should at least show the graphics and let u move.,1,0.7992
2025-04-27 07:49:37,2025-04-27,"the reason I'm giving it 1 is Because when I was on the core flame submitting thing where you have to tap and hold I probably held the button for 5 straight minutes and was stuck on that part and couldn't get out of it , maybe if you fix it I'll raise the rating",1,0.3182
2025-07-21 11:14:54,2025-07-21,"Honkai Star Rail's relentless power creep makes investing in characters pointless as new updates constantly obsolete them. Your canned response of 'We sincerely apologize for your unsatisfactory experience, Trailblazer. If you have any feedback or suggestions, please send us an email or contact Customer Service via in-game feedback to help us improve the game' perfectly exemplifies ignoring the core issue.",1,0.8979
2023-06-25 21:03:51,2023-06-25,"Everything was good until recent update, the game interface become relatively slow when changing screen, black out and sometimes freeze and now i got error and can't login the game anymore. Force my hand to uninstall. Thanks",1,0.7579
2025-04-26 14:52:19,2025-04-26,I spent every month on Express Supply Pass waiting over a year for Blade rerun to E6 him (I only had E0) and you put him in the lose 5050. Are you serious? We are forced to choose 7 characters. I don't want the others and I just lose to Bailu just to try getting Blade. I know you hate Blade but don't do this to him. I'm dropping this game and every Mihoyo games ever. I won't play any of your games anymore. No point spending money and being their loyal fans when you destroy them in the end.,1,-0.9055
2025-10-25 11:00:19,2025-10-25,now why y'all did that making the new character so terrible and used E5 to cover up the fact y'all made her the worst at e0,1,-0.8439
2025-05-21 10:38:24,2025-05-21,"If you like to spend a lot of money, this game is for you. Hoyoverse has turned full force into greedy and predatory practices. Which is a shame, because I used to love the game. The story is awesome, especially in Belobog. The characters are awesome and the designs are cool. Hoyo has lost it's way and it makes me sad.",1,0.8126
2023-07-07 22:14:10,2023-07-07,"Account got banned for security reason. Meaning don't take long doing captcha on loggin in, or play with slow internet cause it flags as security risk and they can ban the account, don't care for the player. Their CS after almost a week of me spamming them an email a day basically said sorry we can't do anything you're banned. Putting the timemoneyeffort in a game where CS can just ban you for no reason isn't worth it.",1,-0.9516
2023-06-10 19:46:47,2023-06-10,After updating to the new update the game keeps crashing whenever i try to play. Before the update i can still play it without crashing but now when i try to open something in game it crashes. Hope you can fix it,2,0.7391
2023-07-10 23:25:58,2023-07-10,"In 2 days, i can only login to the game once, other than that is always failed and make me returning to opening screen again and again before receiving messege said loading error Edit:Download it again, but it getting worse. I can login easily but the game glitching everywhere, especially, the floors and the walls",1,-0.6187
2025-02-19 23:58:01,2025-02-19,"The characters's voices and music lag on Galaxy S23 after updating. The animation was very smooth as usual. Galaxy S23 CPU is Snapdragon 8 Gen 2 with 8GB RAM, which is a better spec than recommended system requirement in the official website. The game sounds used to be smooth before the patched updated. I don't think the phone spec is the problem here. Not to mention new characters' powercreep old char to oblivion.",1,-0.1027
2025-02-19 04:03:50,2025-02-19,Aventurine (plus other characters) have been bugged for nearly 2 months now. Nerfing a character significantly with barely a word is a little frustrating to say the least. Edit: They've finally fixed the bug in patch 3.0. But it's disappointing it took them this long and a vague footnote apology.,1,-0.7509
2025-03-04 15:12:29,2025-03-04,I just keep pressing the forward button because the story keeps yapping and yapping and yapping... You have no idea that this is a mobile game and the phone needs to address real life issues. I have to force skip the story by force closing the app,1,-0.296
2024-02-06 06:33:51,2024-02-06,Game is really great. Works perfect on PC but not with mobile. Will increase rating once the login issues with mobile data is fixed. As of now I can only play if I'm connected to wifi.,4,0.8814
2023-06-07 15:16:02,2023-06-07,I played this game and I love it so much. But when the update came in I couldn't get in the game. It just keep saying error all the time. Please hoyoverse fix it. If you really love players playing your game then fix it now.,3,0.9021
2025-03-11 10:05:58,2025-03-11,"Both Acheron and Firefly, characters that i spent so much time on, now feels weak as balls. i am sad that powercreep (aka the stupidly inflated HP of bosses, that level 6 bullcrap Fexiaio boss, and enemies that have insta death attacks) finally managed to destroy the game, well for me at least. I played when it first came out and I still remember how silver wolf was said to be game changing. it's sad that my most favorite game became like this. Hoping this problem wouldn't bleed to ZZZ.",1,-0.8968
2025-07-05 00:50:20,2025-07-05,Thank you for FINALLY adding the skip option.,5,0.3612
2023-06-18 23:23:36,2023-06-18,"I don't know what happened but in this update I can't even play the game, it just keeps crashing my game every time I'm in the game. This hasn't happened before in 1.0 so I don't know what kinda changes you guys did. But this just makes it unplayable so I'm not playing the game until it comes to the ps4",1,-0.591
2024-11-29 17:51:32,2024-11-29,"I had a problem with logging into my account. I contacted the support, but it could do nothing to help me, which is kinda ridiculous. I love the game but the support really sucks and is basically useless. Edit: already wrote with the costumer service team and they can't do anything. I want to give 0 Stars at this point but sadly that's not possible.",1,-0.8013
2025-02-26 02:06:04,2025-02-26,"Version 3.0 has too much dialogue in Main story quest, making the main quest feel tedious. Too much dialogue, not enough action or showing the proper scenes and rather even black screens with text. Power creep is getting worse, making older characters feel useless. Needs better balance and pacing.",1,-0.4588
2025-01-07 10:56:39,2025-01-07,"I used to play this game when it first launched. It took waaaaaay too long to update so i gave up on it. I came back to check it out yesterday and couldnt get my old account. I dont care about my account, but what i do care about is how ridiculously large this game is. I finished the intro yesterday and havent been able to play since. Seriously?? 18 Gb????? Id rather download something better on my laptop",1,-0.354
2025-08-16 13:05:23,2025-08-16,"ridiculous aggressive powercreep. in end game, old dps cant dps, old sustain cant sustain.",1,-0.4767
2025-01-19 09:52:40,2025-01-19,"Story keeps getting downhill, most of the time it's just 80 boringwaste of time 20 important event. The game is very predatory and unbalanced, every new 5 character BiS is another 5 character not to mention the insane powercreep only to get obselete in future patch. A day 1 player and let me tell you this. This game is not worth your time, play a better game instead.",1,0.4086
2023-08-08 18:45:56,2023-08-08,"Unplayable on mobile, I can't even get past the tutorial on the domains because of the quakes, my game would crash everytime it triggered. Basically unplayable. And yes I am playing on the lowest quality.",1,-0.2023
2025-09-24 22:54:05,2025-09-24,"How does every hoyo game devolve into p2w garbage. Only redeeming point is story, which i can just watch on YouTube",1,0.0
2023-08-10 19:22:36,2023-08-10,"This game is amazing, with a graet story, it was really enjoyable but after the update, i can't seem to enter the game after i log in and it crash frequently, now i can't enjoy it because i cant enter the game now, please fix this problem and thank you",2,-0.2133
2025-12-05 22:09:21,2025-12-05,No rappa rerun in a break team revival patch is crazy. Aglaea and Sunday just got their reruns not too long ago... rappa is having a eula treatment,1,-0.5574
2025-02-25 20:52:47,2025-02-25,"To hell with the unbalanced characters and the worst powercreep in gacha. Old characters from a year past can't put a dent on enemies, and new characters are being disproportionately buffed, and they're throwing the core game mechanics out the window. Pathetic strategy to increase sales and revenue.",1,-0.936
2024-12-25 16:14:48,2024-12-25,The only problem I am having is in some areas and quests my screen keep flashing black and I couldn't see a thing on the screen I can play the game just fine at first but then that problem started to occur.I can move and interact with the buttons on the screen but the screen is flashing black so my character move but I can't see anything and can't progress the game it might be my device problem but when I started playing the game it was fine for like two hours of playtime.So pls help devs,1,0.2028
2023-06-19 17:17:45,2023-06-19,"The game is overall fun to play, the major issue is the loading screen-- I cannot play the game because whenever i start playing it either crashes or give me the error login message, please fix this i haven't played the game for a week now Edit: hehe, i switched on PC",5,0.7553
2024-11-06 00:52:37,2024-11-06,"I downloaded it and now it won't let me play. It keeps saying login error. No matter how many times I reload it still says the same. I hope it gets fixed. Before you say it my device, no. I have a samsung a35 with enough storage and good network connection",1,-0.304
2024-10-03 17:49:24,2024-10-03,"It was a good game, but I was wondering if you could fix a few errors I think. The first one is that the walls always lag, the second one is that I can't access to Eye of The Storm. It would mean a lot if you could fix it.",4,-0.6428
2024-03-01 08:22:33,2024-03-01,"Got this on ps5 so I thought I would download on phone s22 to carry on the story while on the go. But it seems to keep crashing which is a shame, as I would love to be able to keep playing on phone when I can't get to ps5. Hopefully it will be sorted soon",3,0.8126
2023-06-08 20:12:00,2023-06-08,After the 1.1 update the game is totally unplayable it is extremely laggy and freezes almost every second even if I play it in lowest settings things don't change.please fix it version 1.0 was atleast playable but now it's just impossible.,3,-0.0726
2025-04-24 15:04:26,2025-04-24,everytime I take a break from the game. I try to log in my account with the CORRECT email. it puts me into a new account. this better be fixed soon. and no I didn't put in the wrong server.,1,-0.2323
2025-05-22 10:36:21,2025-05-22,"Too much Powercreep and every patch characters become very weak even e6 s5, and very very long story to just unlock events and main character new paths, and global passive that will make your account useless without them, this game was strategy how to win now it's strategy who you will pull and who will be worth your money and time if they stay strong for next 2 patches.",1,0.5868
